Name,ID,SMILES,InChI,Fa
,CHEMBL3318318,O=C(Cn1nnc2ccccc12)Nc3ccc(cc3)c4nc5ccccc5s4,BBSLAQYFSFJLDI-UHFFFAOYSA-N,1
,CHEMBL3318319,Fc1ccc(cc1)c2cnn3c4C=CN(NC(=O)COc5ccc6ccccc6c5)C(=O)c4nnc23,KHMSIUGSHRBSJS-UHFFFAOYSA-N,1
GENACONAZOLE,CHEMBL34139,C[C@H]([C@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,HFGZFHCWKKQGIS-NOZJJQNGSA-N,1
ANTRAFENINE,CHEMBL345524,FC(F)(F)c1cccc(c1)N2CCN(CCOC(=O)c3ccccc3Nc4ccnc5cc(ccc45)C(F)(F)F)CC2,NWGGKKGAFZIVBJ-UHFFFAOYSA-N,1
PYRIMETHAMINE,CHEMBL36,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,WKSAUQYGYAYLPV-UHFFFAOYSA-N,1
TERODILINE,CHEMBL363295,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,UISARWKNNNHPGI-UHFFFAOYSA-N,1
PROXYPHYLLINE,CHEMBL37390,CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,KYHQZNGJUGFTGR-UHFFFAOYSA-N,1
RIFAMPIN,CHEMBL374478,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,JQXXHWHPUNPDRT-WLSIYKJHSA-N,1
FUSIDIC ACID,CHEMBL374975,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]4\C(=C(/CCC=C(C)C)\C(=O)O)\[C@H](C[C@]34C)OC(=O)C,IECPWNUMDGFDKC-MZJAQBGESA-N,1
ALOGLIPTIN,CHEMBL376359,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,1
TESTOSTERONE,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,1
OFLOXACIN,CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,1
PHENOBARBITAL,CHEMBL40,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,DDBREPKUVSBGFI-UHFFFAOYSA-N,1
ETORICOXIB,CHEMBL416146,Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C,MNJVRJDLRVPLFE-UHFFFAOYSA-N,1
BETAXOLOL,CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-UHFFFAOYSA-N,1
SALICYLIC ACID,CHEMBL424,OC(=O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,1
RACEMORAMIDE,CHEMBL431928,CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,INUNXTSAACVKJS-UHFFFAOYSA-N,1
ERGOTAMINE,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,XCGSFFUVFURLIX-VFGNJEKYSA-N,1
SULFAMETHOXAZOLE,CHEMBL443,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,1
NORTRIPTYLINE,CHEMBL445,CNCCC=C1c2ccccc2CCc3ccccc13,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,1
PENTOBARBITAL,CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,1
SULFISOXAZOLE,CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,1
CHLORAL HYDRATE,CHEMBL455917,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N,1
GEMFIBROZIL,CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,HEMJJKBWTPKOJG-UHFFFAOYSA-N,1
DIACETYLMORPHINE,CHEMBL459324,CN1CC[C@]23[C@H]4Oc5c(OC(=O)C)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(=O)C)c35,GVGLGOZIDCSQPN-PVHGPHFFSA-N,1
TROFOSFAMIDE,CHEMBL462019,ClCCN(CCCl)P1(=O)OCCCN1CCCl,UMKFEPPTGMDVMI-UHFFFAOYSA-N,1
HYDROXYUREA,CHEMBL467,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,1
KETOROLAC,CHEMBL469,OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,OZWKMVRBQXNZKK-UHFFFAOYSA-N,1
GLYBURIDE,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,1
LANSOPRAZOLE,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,MJIHNNLFOKEZEW-UHFFFAOYSA-N,1
AMINOGLUTETHIMIDE,CHEMBL488,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,ROBVIMPUHSLWNV-UHFFFAOYSA-N,1
BUSPIRONE,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,QWCRAEMEVRGPNT-UHFFFAOYSA-N,1
PAROXETINE,CHEMBL490,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,AHOUBRCZNHFOSL-YOEHRIQHSA-N,1
CHLORPROPAMIDE,CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N,1
MECLOFENAMIC ACID,CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-N,1
KETANSERIN,CHEMBL51,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,FPCCSQOGAWCVBH-UHFFFAOYSA-N,1
CILOMILAST,CHEMBL511115,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,CFBUZOUXXHZCFB-OYOVHJISSA-N,1
CARMUSTINE,CHEMBL513,ClCCNC(=O)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N,1
LOMUSTINE,CHEMBL514,ClCCN(N=O)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,1
CHLORAMBUCIL,CHEMBL515,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N,1
NILVADIPINE,CHEMBL517427,COC(=O)C1=C(NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C)C#N,FAIIFDPAEUKBEP-UHFFFAOYSA-N,1
PROPOFOL,CHEMBL526,CC(C)c1cccc(C(C)C)c1O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,1
PIROXICAM,CHEMBL527,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3,QYSPLQLAKJAUJT-UHFFFAOYSA-N,1
ISOXICAM,CHEMBL53292,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,YYUAYBYLJSNDCX-UHFFFAOYSA-N,1
ALCOHOL,CHEMBL545,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,1
FLUPENTIXOL,CHEMBL54661,OCCN1CCN(CC\C=C/2\c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,NJMYODHXAKYRHW-DVZOWYKESA-N,1
CITALOPRAM,CHEMBL549,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,WSEQXVZVJXJVFP-UHFFFAOYSA-N,1
DROTAVERINE,CHEMBL551978,CCOc1ccc(\C=C\2/NCCc3cc(OCC)c(OCC)cc23)cc1OCC,OMFNSKIUKYOYRG-MOSHPQCFSA-N,1
PERPHENAZINE,CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N,1
NEVIRAPINE,CHEMBL57,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,NQDJXKOVJZTUJA-UHFFFAOYSA-N,1
NITROFURANTOIN,CHEMBL572,[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,1
FENSPIRIDE,CHEMBL576127,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,FVNFBBAOMBJTST-UHFFFAOYSA-N,1
ERLOSAMIDE,CHEMBL58323,COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N,1
LEVOPROTILINE,CHEMBL584059,CNC[C@H](O)CC12CCC(c3ccccc13)c4ccccc24,FDXQKWSTUZCCTM-ZUIJCZDSSA-N,1
CINCHONINE,CHEMBL588619,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,KMPWYEUPVWOPIM-QAMTZSDWSA-N,1
INDOMETHACIN,CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,CGIGDMFJXJATDK-UHFFFAOYSA-N,1
FRUCTOSE,CHEMBL604608,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,RFSUNEUAIZKAJO-ARQDHWQXSA-N,1
MEPERIDINE,CHEMBL607,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,XADCESSVHJOZHK-UHFFFAOYSA-N,1
CHLORPHENESIN CARBAMATE,CHEMBL607710,NC(=O)OCC(O)COc1ccc(Cl)cc1,SKPLBLUECSEIFO-UHFFFAOYSA-N,1
PYRAZINAMIDE,CHEMBL614,NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N,1
TRAZODONE,CHEMBL621,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,1
FLEROXACIN,CHEMBL6273,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,XBJBPGROQZJDOJ-UHFFFAOYSA-N,1
AMIODARONE,CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,1
ALFENTANIL,CHEMBL634,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,IDBPHNDTYPBSNI-UHFFFAOYSA-N,1
AZELASTINE,CHEMBL639,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,MBUVEWMHONZEQD-UHFFFAOYSA-N,1
ATOMOXETINE,CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1
COUMARIN,CHEMBL6466,O=C1Oc2ccccc2C=C1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,1
METHADONE,CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,USSIQXCVUWKGNF-UHFFFAOYSA-N,1
NIZATIDINE,CHEMBL653,CN\C(=C/[N+](=O)[O-])\NCCSCc1csc(CN(C)C)n1,SGXXNSQHWDMGGP-IZZDOVSWSA-N,1
ETHINYL ESTRADIOL,CHEMBL691,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,BFPYWIDHMRZLRN-SLHNCBLASA-N,1
METHSUXIMIDE,CHEMBL697,CN1C(=O)CC(C)(C1=O)c2ccccc2,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,1
DOXAZOSIN,CHEMBL707,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,1
PHENINDIONE,CHEMBL711,O=C1C(C(=O)c2ccccc12)c3ccccc3,NFBAXHOPROOJAW-UHFFFAOYSA-N,1
ENTECAVIR,CHEMBL713,NC1=Nc2c(ncn2[C@H]3C[C@H](O)[C@@H](CO)C3=C)C(=O)N1,QDGZDCVAUDNJFG-FXQIFTODSA-N,1
ALBUTEROL,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,1
OLANZAPINE,CHEMBL715,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1
DESIPRAMINE,CHEMBL72,CNCCCN1c2ccccc2CCc3ccccc13,HCYAFALTSJYZDH-UHFFFAOYSA-N,1
ZONISAMIDE,CHEMBL750,OS(=N)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,1
GLYCINE,CHEMBL773,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,1
PHENSUXIMIDE,CHEMBL797,CN1C(=O)CC(C1=O)c2ccccc2,WLWFNJKHKGIJNW-UHFFFAOYSA-N,1
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,BUGYDGFZZOZRHP-UHFFFAOYSA-N,1
TEMOZOLOMIDE,CHEMBL810,CN1N=Nc2c(ncn2C1=O)C(=O)N,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1
TAMOXIFEN,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,NKANXQFJJICGDU-QPLCGJKRSA-N,1
TAMSULOSIN,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N,DRHKJLXJIQTDTD-OAHLLOKOSA-N,1
CALCITRIOL,CHEMBL846,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,GMRQFYUYWCNGIN-NKMMMXOESA-N,1
RISPERIDONE,CHEMBL85,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,RAPZEAPATHNIPO-UHFFFAOYSA-N,1
SPARFLOXACIN,CHEMBL850,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,DZZWHBIBMUVIIW-DTORHVGOSA-N,1
ZALCITABINE,CHEMBL853,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,WREGKURFCTUGRC-POYBYMJQSA-N,1
BIOTIN,CHEMBL857,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,1
METOCLOPRAMIDE,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,1
E-DOXEPIN,CHEMBL860,CN(C)CC\C=C\1/c2ccccc2COc3ccccc13,ODQWQRRAPPTVAG-GZTJUZNOSA-N,1
GUANFACINE,CHEMBL862,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,INJOMKTZOLKMBF-UHFFFAOYSA-N,1
PROCYCLIDINE,CHEMBL86715,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,WYDUSKDSKCASEF-UHFFFAOYSA-N,1
ETILEFRINE,CHEMBL86882,CCNCC(O)c1cccc(O)c1,SQVIAVUSQAWMKL-UHFFFAOYSA-N,1
CIFENLINE,CHEMBL87045,C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4,IPOBOOXFSRWSHL-UHFFFAOYSA-N,1
GEMCITABINE,CHEMBL888,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,SDUQYLNIPVEERB-QPPQHZFASA-N,1
DICLOXACILLIN,CHEMBL893,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(Cl)cccc4Cl,YFAGHNZHGGCZAX-JKIFEVAISA-N,1
NALBUPHINE,CHEMBL895,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,NETZHAKZCGBWSS-CEDHKZHLSA-N,1
VIGABATRIN,CHEMBL89598,NC(CCC(=O)O)C=C,PJDFLNIOAUIZSL-UHFFFAOYSA-N,1
PROBENECID,CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,DBABZHXKTCFAPX-UHFFFAOYSA-N,1
ORPHENADRINE,CHEMBL900,CN(C)CCOC(c1ccccc1)c2ccccc2C,QVYRGXJJSLMXQH-UHFFFAOYSA-N,1
PHENACEMIDE,CHEMBL918,NC(=O)NC(=O)Cc1ccccc1,XPFRXWCVYUEORT-UHFFFAOYSA-N,1
ZILEUTON,CHEMBL93,CC(N(O)C(=O)N)c1cc2ccccc2s1,MWLSOWXNZPKENC-UHFFFAOYSA-N,1
FLURAZEPAM,CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,SAADBVWGJQAEFS-UHFFFAOYSA-N,1
SELEGILINE,CHEMBL972,C[C@H](Cc1ccccc1)N(C)CC#C,MEZLKOACVSPNER-GFCCVEGCSA-N,1
UREA,CHEMBL985,NC(=O)N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,1
STAVUDINE,CHEMBL991,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N,1
Budesonideb,PubChemCID5281004,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,VOVIALXJUBGFJZ-UHFFFAOYSA-N,1
Propranolol,CAS5051-22-9,CC(C)NC[C@@H](O)COc1cccc2ccccc12.Cl,ZMRUPTIKESYGQW-PFEQFJNWSA-N,1
TIANEPTINE,CHEMBL1289110,CN1c2ccccc2C(NCCCCCCC(=O)O)c3ccc(Cl)cc3S1(=O)=O,JICJBGPOMZQUBB-UHFFFAOYSA-N,0.99
DIAZEPAM,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,AAOVKJBEBIDNHE-UHFFFAOYSA-N,0.99
TOLMETIN,CHEMBL1020,Cc1ccc(cc1)C(=O)c2ccc(CC(=O)O)n2C,UPSPUYADGBWSHF-UHFFFAOYSA-N,0.99
CARBENICILLIN PHENYL,CHEMBL1095283,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c4ccccc4)C(=O)N2[C@H]1C(=O)O,NZDASSHFKWDBBU-KVMCETHSSA-N,0.99
IMIPRAMINE,CHEMBL11,CN(C)CCCN1c2ccccc2CCc3ccccc13,BCGWQEUPMDMJNV-UHFFFAOYSA-N,0.99
PHENIRAMINE,CHEMBL1193,CN(C)CCC(c1ccccc1)c2ccccn2,IJHNSHDBIRRJRN-UHFFFAOYSA-N,0.99
TAPENTADOL,CHEMBL1201776,CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1,KWTWDQCKEHXFFR-SMDDNHRTSA-N,0.99
PREDNISOLONE,CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,0.99
CERIVASTATIN,CHEMBL1477,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,SEERZIQQUAZTOL-ANMDKAQQSA-N,0.99
DEXTROSE,CHEMBL1614854,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-VFUOTHLCSA-N,0.99
FLUORESCEIN,CHEMBL177756,OC(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24,YKGGGCXBWXHKIZ-UHFFFAOYSA-N,0.99
MOXONIDINE,CHEMBL19236,COc1nc(C)nc(Cl)c1NC2=NCCN2,WPNJAUFVNXKLIM-UHFFFAOYSA-N,0.99
FLUVASTATIN,CHEMBL2220442,CC(C)n1c(\C=C\C(O)CC(O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,FJLGEFLZQAZZCD-VAWYXSNFSA-N,0.99
VILOXAZINE,CHEMBL306700,CCOc1ccccc1OCC2CNCCO2,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,0.99
TIACRILAST,CHEMBL337379,CSc1ccc2N=CN(\C=C\C(=O)O)C(=O)c2c1,VHFPVEGFRVEDBK-SNAWJCMRSA-N,0.99
NORDAZEPAM,CHEMBL523,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,AKPLHCDWDRPJGD-UHFFFAOYSA-N,0.99
CIPROFIBRATE,CHEMBL557555,CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(=O)O,KPSRODZRAIWAKH-UHFFFAOYSA-N,0.99
LOMEFLOXACIN,CHEMBL561,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,0.99
MICONAZOLE,CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,0.99
CLONAZEPAM,CHEMBL452,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,DGBIGWXXNGSACT-UHFFFAOYSA-N,0.98
PHENYLBUTAZONE,CHEMBL101,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,VYMDGNCVAMGZFE-UHFFFAOYSA-N,0.98
OXAPROZIN,CHEMBL1071,OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,OFPXSFXSNFPTHF-UHFFFAOYSA-N,0.98
TOLMESOXIDE,CHEMBL1097904,COc1cc(C)c(cc1OC)[S+](C)[O-],OZNTVIXYGTUPJY-UHFFFAOYSA-N,0.98
XIMOPROFEN,CHEMBL1099272,CC(C(=O)O)c1ccc(cc1)C2CCC\C(=N\O)\C2,IQPPOXSMSDPZKU-PEZBUJJGSA-N,0.98
CYPROTERONE ACETATE,CHEMBL139835,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,UWFYSQMTEOIJJG-FDTZYFLXSA-N,0.98
WARFARIN,CHEMBL1464,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,PJVWKTKQMONHTI-UHFFFAOYSA-N,0.98
PELRINONE,CHEMBL17125,CC1=NC(=O)C(=C(NCc2cccnc2)N1)C#N,NZXHFDXOCVIYLO-UHFFFAOYSA-N,0.98
CISAPRIDE,CHEMBL1729,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,DCSUBABJRXZOMT-UHFFFAOYSA-N,0.98
MAPROTILINE,CHEMBL21731,CNCCCC12CCC(c3ccccc13)c4ccccc24,QSLMDECMDJKHMQ-UHFFFAOYSA-N,0.98
ISOXEPAC,CHEMBL33211,OC(=O)Cc1ccc2OCc3ccccc3C(=O)c2c1,QFGMXJOBTNZHEL-UHFFFAOYSA-N,0.98
VILAZODONE,CHEMBL439849,NC(=O)c1oc2ccc(cc2c1)N3CCN(CCCCc4c[nH]c5ccc(cc45)C#N)CC3,SGEGOXDYSFKCPT-UHFFFAOYSA-N,0.98
LACIDIPINE,CHEMBL460291,CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2\C=C\C(=O)OC(C)(C)C)C(=O)OCC)C,GKQPCPXONLDCMU-CCEZHUSRSA-N,0.98
NEFOPAM,CHEMBL465026,CN1CCOC(c2ccccc2)c3ccccc3C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N,0.98
ATROPINE,CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,RKUNBYITZUJHSG-SPUOUPEWSA-N,0.98
GLIBORNURIDE,CHEMBL529888,Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@@H]2[C@H](O)[C@]3(C)CC[C@H]2C3(C)C,RMTYNAPTNBJHQI-LLDVTBCESA-N,0.98
MEXILETINE,CHEMBL558,CC(N)COc1c(C)cccc1C,VLPIATFUUWWMKC-UHFFFAOYSA-N,0.98
ROPINIROLE,CHEMBL589,CCCN(CCC)CCc1cccc2NC(=O)Cc12,UHSKFQJFRQCDBE-UHFFFAOYSA-N,0.98
RIVASTIGMINE,CHEMBL636,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,XSVMFMHYUFZWBK-NSHDSACASA-N,0.98
CHLORPROMAZINE,CHEMBL71,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,0.98
LIDOCAINE,CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N,0.98
MOCLOBEMIDE,CHEMBL86304,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,YHXISWVBGDMDLQ-UHFFFAOYSA-N,0.98
Imatinib,CAS152459-95-5,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,YLMAHDNUQAMNNX-UHFFFAOYSA-N,0.98
NICARDIPINE,CHEMBL1484,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,0.975
ANTIPYRINE,CHEMBL277474,CN1N(C(=O)C=C1C)c2ccccc2,VEQOALNAAJBPNY-UHFFFAOYSA-N,0.974285714
CELECOXIB,CHEMBL118,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N,0.97
PALONOSETRON,CHEMBL1189679,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,CPZBLNMUGSZIPR-NVXWUHKLSA-N,0.97
OXANDROLONE,CHEMBL1200436,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,QSLJIVKCVHQPLV-PEMPUTJUSA-N,0.97
EPHEDRINE,CHEMBL211456,CN[C@@H](C)[C@H](O)c1ccccc1,KWGRBVOPPLSCSI-WPRPVWTQSA-N,0.97
