Name,ID,InChI,SMILES,LogD
,CHEMBL1443631,TWYJYZNEFGIPER-APWZRJJASA-N,CCOc1ccccc1N2CCN(Cc3c[nH]nc3c4ccc(F)cc4)CC2,3.38
,CHEMBL234951,VNFPBHJOKIVQEB-UHFFFAOYSA-N,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.37
,CHEMBL1783284,SIVKXCGNYRNTBX-UHFFFAOYSA-N,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,3.37
,CHEMBL575492,YJSCFGHVKVKFJP-UHFFFAOYSA-N,COc1ccccc1Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2,3.37
,CHEMBL1329237,YSQQOGOBORIIMG-OAHLLOKOSA-N,CCN(CC)c1ccc(cc1)c2nn3c(nnc3s2)c4[nH]nc5CCCc45,3.37
,CHEMBL2207226,XWTMTWASFBCEMU-UHFFFAOYSA-N,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35,3.37
,CHEMBL1345333,HNBLXGUKCHVXSO-UHFFFAOYSA-N,N(c1ccccc1)c2[nH]nnc2c3ccccc3,3.37
,CHEMBL1609158,JMUPKDBUVCZLQS-UHFFFAOYSA-N,CCCC(=O)Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,3.37
,CHEMBL380947,VNYAKKUPVDUAEG-SANMLTNESA-N,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,3.37
,CHEMBL1762534,OUQLVFIVQQFUGE-UHFFFAOYSA-N,COc1cccc(n1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,3.37
,CHEMBL192894,CBEIXCAXMNUYQC-UHFFFAOYSA-N,COc1ccc(cc1)c2c(C)[nH]nc2c3ccc(O)cc3O,3.37
,CHEMBL176219,IQZIRNIZQHVBMB-UHFFFAOYSA-N,Clc1cc(Cl)cc(NC(=O)NCC2(CCN(CC3CC3)CC2)c4ccc(cc4)c5cccc(c5)C#N)c1,3.37
,CHEMBL485240,OGOUUWVUPLCXQA-JTQLQIEISA-N,CCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,3.37
,CHEMBL181326,KOQRKDRUVGQCBR-UHFFFAOYSA-N,OCCN(C(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1)c3ccccc3,3.37
,CHEMBL71,QZOAOSNSNYIGEZ-CAJLXGCNSA-N,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,3.37
,CHEMBL365458,OLGOIWAFQYDUEG-UHFFFAOYSA-N,Oc1cccc2nc(cc(O)c12)c3ccccc3,3.37
,CHEMBL2036762,OFSQCVVIRPDWRO-UHFFFAOYSA-N,Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,3.37
Chlorpromazine,CAS 50-53-3,MKIYJEDSNQWWFD-INIZCTEOSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.37
,CHEMBL1209655,YYLULTMLGCKKSZ-UHFFFAOYSA-N,Clc1cc(Cl)cc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,3.36
,CHEMBL1782167,CZQHHVNHHHRRDU-UHFFFAOYSA-N,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4,3.36
,CHEMBL1269076,CNYAJGPNURAWNB-UHFFFAOYSA-N,CC1=C(C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O)C4=C(C)C(=O)c5c(CCc6ccc(C)cc6)c(O)c(O)cc5C4=O,3.36
,CHEMBL560219,OAVFNCRJWQAXCI-UHFFFAOYSA-N,OCCN1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O,3.36
,CHEMBL2153175,OSUVEVWOPQLILG-UHFFFAOYSA-N,CCCSc1ncccc1C(=O)N(C)C2CCCCC2,3.36
,CHEMBL257269,QXFPNNTUVJVVLF-NVQRDWNXSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Cc13,3.36
,CHEMBL415,WPCQYFUQHBLGAX-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,3.36
,CHEMBL1223455,DCKPCHMCUFLQER-UHFFFAOYSA-N,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccc(CO)c4,3.36
,CHEMBL1606366,LUKVWNKSMOCBLZ-UHFFFAOYSA-N,Cn1c(SCc2c(Cl)cccc2Cl)nnc1c3ccc4nonc4c3,3.35
,CHEMBL553,HGXSLPIXNPASGZ-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,3.35
,CHEMBL188167,DPOJEFZKFIWUGN-ROUUACIJSA-N,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,3.35
,CHEMBL2078754,PNFMZAHWOASGJC-UHFFFAOYSA-N,CN1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5cc(F)ccc5n4,3.35
,CHEMBL1517664,TWYJYZNEFGIPER-LPHOPBHVSA-N,Cc1ccnc(NCc2ccccc2O)c1,3.35
,CHEMBL2335898,YXOROSQPTDHFJJ-UHFFFAOYSA-N,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,3.34
,CHEMBL10,HKVUCJJWNPPILK-UHFFFAOYSA-N,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,3.34
,CHEMBL2207658,LNPDTQAFDNKSHK-UHFFFAOYSA-N,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,3.34
,CHEMBL1624252,JEBOJMQHVUEKBE-UHFFFAOYSA-N,COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,3.34
,CHEMBL744,TYNHUYPNNVQELL-UHFFFAOYSA-N,Nc1nc2ccc(OC(F)(F)F)cc2s1,3.34
,CHEMBL516601,MHKXMNCZAAKYLC-NRFANRHFSA-N,COc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1OC,3.34
,CHEMBL144960,GKFFFOLFBJUEFN-UHFFFAOYSA-N,O=C1C=COc2cc(OCc3ccccc3)ccc12,3.33
,CHEMBL2086684,SUYKBMCECCINPJ-CQSZACIVSA-N,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C,3.33
,CHEMBL2208425,YPHDIMUXXABSSO-YTTGMZPUSA-N,O[C@H](CNC(=O)c1cn2cc(F)ccc2n1)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.33
,CHEMBL2171021,IMWRAMRCTOCWEX-SHTZXODSSA-N,Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(c4)S(=O)(=O)C)c1Cl,3.33
,CHEMBL2087858,PGZRDDYTKFZSFR-ONTIZHBOSA-N,Cn1cc(cc1c2c3C(=O)N(CC#N)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.33
,CHEMBL524645,FEQMDFMPPPXPCM-UHFFFAOYSA-N,CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C,3.33
,CHEMBL2147033,XFYLFLMGYOQLSS-UHFFFAOYSA-N,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,3.32
,CHEMBL378405,CUKPPLWSFFQCKN-SFHVURJKSA-N,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4,3.32
,CHEMBL2036774,CNSXYUZUUPJMQL-UHFFFAOYSA-N,Clc1ccc(NC(=O)N2CCN(C[C@H]3CN(CCO3)C4CC4)CC2)cc1Cl,3.32
,CHEMBL2321995,OIKYOABFOPRPEZ-YYWHXJBOSA-N,CN1CC=CCC(C1)c2ccc(Cl)c(Cl)c2,3.32
,CHEMBL403656,KVMMUHZNDVGFAI-HNNXBMFYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N,3.32
,CHEMBL1209820,NKFOCHSBAZWDDK-UHFFFAOYSA-N,CCCS(=O)(=O)c1ccc(cc1)C(CNS(=O)(=O)c2ccc(cc2)C(F)(F)F)N3CCCCCC3,3.32
,CHEMBL1258188,KPWSJANDNDDRMB-QAQDUYKDSA-N,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2=O,3.31
,CHEMBL51085,TUCLZQAUTAVVBA-UHFFFAOYSA-N,O=C1N([Se]c2ccccc12)c3ccccc3,3.31
,CHEMBL1600099,FXMPPQGQNSTUGE-UHFFFAOYSA-N,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4ccccc4,3.31
,CHEMBL1650273,KTHOPPXEAJKDJZ-UHFFFAOYSA-N,Nc1nc(cs1)c2ccc(Cl)cc2,3.31
,CHEMBL394799,GOTMKOSCLKVOGG-OAHLLOKOSA-N,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13,3.31
,CHEMBL478241,FEOIBPWKGPFSTB-UHFFFAOYSA-N,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,3.31
,CHEMBL2003130,GRYIAOMDOBRKIU-UHFFFAOYSA-N,Clc1ccc2C(=O)NC(=Nc2c1)c3ccccc3,3.31
,CHEMBL455651,PHHPFXWDLDXLPN-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1F,3.31
,CHEMBL1388277,XAMINTBJWYIJGB-UHFFFAOYSA-N,CSc1ncccc1C(=O)NCCc2ccc(Cl)cc2,3.31
,CHEMBL363160,PYOYGEPMAQZLDH-UHFFFAOYSA-N,CCc1cccc(CC)c1NC(=O)N2Cc3[nH]nc(NC(=O)c4ccc(cc4)N5CCN(C)CC5)c3C2,3.31
,CHEMBL402146,RDJGLLICXDHJDY-UHFFFAOYSA-N,Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2,3.31
,CHEMBL2010845,HPEZMJRVQAFZQC-SECBINFHSA-N,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,3.3
,CHEMBL1165028,SIZZKZXYIRZRTK-UHFFFAOYSA-N,O=C(NCCSCc1ccccc1)c2ccccc2,3.3
,CHEMBL142715,DWDDBDJWOXJEMQ-LJQANCHMSA-N,C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,3.3
,CHEMBL2035018,WEYUTGFDGHKVAY-UHFFFAOYSA-N,NC1(CCC1)c2ccc(cc2)c3nn4cccc4cc3c5ccccc5,3.3
,CHEMBL379787,RITAVMQDGBJQJZ-FMIVXFBMSA-N,[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCOCC4,3.3
,CHEMBL387545,DGBIGWXXNGSACT-UHFFFAOYSA-N,COc1cc(N2CCN(C)CC2)c3nc(cc(N(C)C)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,3.3
,CHEMBL2062566,CPRAGQJXBLMUEL-UHFFFAOYSA-N,CC(=O)Nc1ccc2CCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,3.3
,CHEMBL1730860,JUVIOZPCNVVQFO-HBGVWJBISA-N,Oc1ccc(cc1)c2cnc3ccccc3n2,3.3
,CHEMBL1957840,WMEWCRUOYDVJLT-UHFFFAOYSA-N,Clc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1Cl,3.3
,CHEMBL244936,ZASCHQPPNGSAKO-UHFFFAOYSA-N,CC(C)N1CCC[C@H](CN2C(=Nc3ccc(cc3C2=O)c4ccc(Cl)cc4)C)C1,3.3
,CHEMBL521851,MRJKXXDKYLGLRQ-VOTSOKGWSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,3.3
,CHEMBL235851,KWWDLTPCZUCRMW-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,3.3
,CHEMBL1955881,MLNZIJKKSLNUDK-UHFFFAOYSA-N,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4C(F)(F)F,3.3
,CHEMBL1734492,LEYSMPANZFBHNT-UHFFFAOYSA-N,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3,3.3
,CHEMBL1809067,XIWPULFTGOZCOX-UHFFFAOYSA-N,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N,3.3
,CHEMBL1957841,FTIOAHBUNMIIED-UHFFFAOYSA-N,O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5,3.3
,CHEMBL300791,GMINCAUYRPRHBG-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCN(C)CC4,3.3
,CHEMBL2010844,FDORQEIHOKEJNX-HSZRJFAPSA-N,CN([C@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,3.3
,CHEMBL48966,RONZAEMNMFQXRA-UHFFFAOYSA-N,C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3,3.3
,CHEMBL2334381,KFZXSMATDSSFDD-DUXKGJEZSA-N,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC3Cc4ccccc4C3,3.3
,CHEMBL1368601,YPKWTHRFOIWXKW-UHFFFAOYSA-N,OC(=O)c1ccc2cccc(O)c2n1,3.3
,CHEMBL477772,FTTSLLHZAUHMCX-UHFFFAOYSA-N,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,3.3
,CHEMBL1170,LOKNKYMQCNMPOQ-FRIBFZOTSA-N,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.3
,CHEMBL11009,QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cc1cc(C)cc(c1)c2[nH]c3ccccc3c2CCNCCCCc4ccncc4,3.3
,CHEMBL2325742,CWHUFRVAEUJCEF-UHFFFAOYSA-N,C[C@@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,3.3
,CHEMBL2180037,MEZRZVWPLXVLSO-WMZOPIPTSA-N,CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CC4,3.3
,CHEMBL2086673,MOHMWXTYADLKCG-VWLOTQADSA-N,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.3
,CHEMBL167176,HKWYRLYHYBFHLL-UHFFFAOYSA-N,CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C,3.3
,CHEMBL187673,QUWPLISUQKXNEA-HHHXNRCGSA-N,Oc1ccc(cc1)c2oc3cc(O)ccc3n2,3.3
,CHEMBL444884,ZNSULAZTNWFKEW-UHFFFAOYSA-N,NC(=O)c1sc(cc1N)c2ccc(Cl)cc2,3.3
,CHEMBL2326478,WZHCOOQXZCIUNC-UHFFFAOYSA-N,Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1,3.3
,CHEMBL2017459,QIUVHPATBGGVRR-SANMLTNESA-N,CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4,3.3
,CHEMBL1682823,QIRWFRRKYTYIRX-RUZDIDTESA-N,O=C1CCOc2nc(ccc12)C#CC3CCCCC3,3.3
,CHEMBL1164184,GNVWYNKNTYVESS-UHFFFAOYSA-N,Fc1cnc(NC(=O)C(CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,3.3
,CHEMBL1389370,JPHCSQTXZXZBMR-RUYXUALKSA-N,CCN(CC)CCNc1ncnc2c1sc3nc(N4CCOCC4)c5CCCCc5c23,3.3
,CHEMBL298700,MASKQITXHVYVFL-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,3.3
,CHEMBL1082410,GHSMJZASRNAUBJ-UHFFFAOYSA-N,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,3.3
,CHEMBL261237,OJRNTTNUFPSZAN-KRWDZBQOSA-N,N\C(=C(\C#N)/c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,3.3
,CHEMBL291514,RVYSGEXWPGHSKN-INIZCTEOSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCCC4,3.3
,CHEMBL1599839,FFAKFORHXDNYEN-UHFFFAOYSA-N,Oc1nc2ccccc2nc1NCc3ccccc3,3.3
,CHEMBL577241,FFVOALNBSADVPY-RBUKOAKNSA-N,Oc1ccc(CCc2ccc(O)cc2)cc1,3.3
,CHEMBL484663,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,3.3
,CHEMBL268313,GGFQOAKBKNUHNP-UHFFFAOYSA-N,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,3.3
,CHEMBL11348,JMTJJCUAYVXGER-UHFFFAOYSA-N,CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3,3.3
,CHEMBL2036732,LOXUZEQLPYVKQR-IAGOWNOFSA-N,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,3.3
,CHEMBL476578,LISFMEBWQUVKPJ-UHFFFAOYSA-N,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,3.3
,CHEMBL572016,ZKLPARSLTMPFCP-UHFFFAOYSA-N,Cc1cnc([nH]1)c2cc(NC(=O)c3ccc(nc3C)C(F)(F)F)ccc2Cl,3.3
,CHEMBL231835,JWVCLYRUEFBMGU-UHFFFAOYSA-N,OC[C@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.3
,CHEMBL1681799,WVLHHLRVNDMIAR-UHFFFAOYSA-N,CN1CCOc2cc(COc3ccccc3)cnc12,3.3
,CHEMBL1762538,XCLSBAOOCPECMX-NFBKMPQASA-N,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C,3.3
,CHEMBL1619466,COUYJEVMBVSIHV-SFHVURJKSA-N,COc1ccc(cc1)c2nc3CCCn3c2Br,3.3
,CHEMBL1809205,XMIYZMBRDBBHKC-BWKNWUBXSA-N,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(C)ccn34)N5CCN(CC5)C(=O)C,3.3
,CHEMBL1762544,CFOQGBUQTOGYKI-UHFFFAOYSA-N,COCCOc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,3.3
,CHEMBL1963249,OMHYWQXDTNWHST-UHFFFAOYSA-N,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1,3.3
,CHEMBL183709,YLJREFDVOIBQDA-UHFFFAOYSA-N,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(O)cc4,3.3
,CHEMBL1682829,MHBLRRVMUPLWSD-UHFFFAOYSA-N,CN1CCOc2cc(OC(=O)c3ccccc3)cnc12,3.3
,CHEMBL2086690,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,3.3
,CHEMBL2023802,DXKHZCDTFUMXPK-UHFFFAOYSA-N,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,3.29
,CHEMBL1223526,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,3.29
,CHEMBL2062563,REVHGAGSNKNWNB-CYBMUJFWSA-N,CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,3.29
,CHEMBL1442709,LLBLNMUONVVVPG-UHFFFAOYSA-N,O=C1N(C(=Nc2c1cnn2c3ccccc3)c4occc4)c5ccccc5,3.29
,CHEMBL16293,FFCUWXVMSDAPAN-UHFFFAOYSA-N,c1ccc2ccccc2c1,3.29
,CHEMBL1426965,GGDDCZOIKBYOJT-UHFFFAOYSA-N,FC(F)(F)c1nnc2ccc(nn12)N3CCCCCC3,3.29
,CHEMBL134194,IMCCOPOXIDIESM-UHFFFAOYSA-N,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,3.29
,CHEMBL325245,USELGMAYVJTSGV-INIZCTEOSA-N,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,3.29
,CHEMBL1083637,ZYKINZZRJCNHSD-UHFFFAOYSA-N,CCc1nc2c(N)nc3ccccc3c2n1Cc4ccccc4,3.29
,CHEMBL397237,YYHMQTWHCVOTAO-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,3.29
,CHEMBL193,NFEQUCGNNCYRCD-CYBMUJFWSA-N,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,3.29
,CHEMBL555033,PTVWPYVOOKLBCG-UHFFFAOYSA-N,OCCCNc1ccc2c(NC(=O)CC3CCCCC3)c(Cl)ccc2n1,3.29
,CHEMBL1455477,IZEZSPVHWUPXAH-UHFFFAOYSA-N,COc1ccccc1CNc2cc(C)ccn2,3.28
,CHEMBL562310,ZZCHHVUQYRMYLW-HKBQPEDESA-N,O=C(Nc1cccc2cccnc12)c3ccc(cc3)N4C(=O)[C@@H]5[C@H]6C[C@H](C=C6)[C@@H]5C4=O,3.28
,CHEMBL1946016,WMRIKRYIKCYRKF-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4,3.28
,CHEMBL57758,YVHGTJBUUUTIDE-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCCC4,3.28
,CHEMBL555013,SEDUMQWZEOMXSO-UHFFFAOYSA-N,Clc1ccc2[nH]ccc2c1,3.28
,CHEMBL2208435,RUMOWLXMMCFECC-UHFFFAOYSA-N,O[C@H](CNC(=O)c1cnnc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.28
,CHEMBL2177173,ZCWSQONNVIUDNV-KRWDZBQOSA-N,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cnccc4CN5CCCC5,3.28
,CHEMBL2086650,MDNWGCQSCGNTKH-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,3.27
,CHEMBL243978,GYLVPMDDUCFZCW-UHFFFAOYSA-N,C1Oc2ccc(Oc3ccnc(Oc4ccc(cc4)n5ccnc5)n3)cc2O1,3.27
,CHEMBL1080151,IDMVTOZYZLLLTD-QGZVFWFLSA-N,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,3.27
,CHEMBL1683446,JWPPHAQXCHYGAE-UHFFFAOYSA-N,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3,3.27
,CHEMBL2360367,XQYZDYMELSJDRZ-UHFFFAOYSA-N,CCOc1ccc(cc1)N2C(=Nc3ccccc3C2=O)CC,3.27
,CHEMBL1939741,YJXDXVFQDXTCIT-UHFFFAOYSA-N,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)C5CCC5)c4,3.27
,CHEMBL2158466,URUHKHGBRNTPGA-UHFFFAOYSA-N,CCCSc1nc(NC)ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3,3.27
,CHEMBL394527,OIBHGJXXSZPVAQ-UHFFFAOYSA-N,OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.27
,CHEMBL396724,IQPSEEYGBUAQFF-UHFFFAOYSA-N,OC[C@@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.27
,CHEMBL274737,PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,3.27
,CHEMBL574413,SZXBYKZAJAJDDC-IBGZPJMESA-N,Cc1cc(Oc2ccnc(Nc3cccc(c3)N4CCOCC4)c2)c(nc1C)c5ccccn5,3.27
,CHEMBL723,HJGFPNFAFSFDNN-UHFFFAOYSA-N,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,3.27
,CHEMBL1299619,DHUYSCZOCPUTOF-UHFFFAOYSA-N,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,3.26
,CHEMBL1783287,DBAZGMHROHLDRP-UHFFFAOYSA-N,COc1ncccc1c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,3.26
,CHEMBL2012856,OARMBUFDWXNMIR-UHFFFAOYSA-N,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccs4,3.26
,CHEMBL1783279,YICPRNFRCVOHKV-UHFFFAOYSA-N,CCCNC(=O)c1nnc2c(cccc2c1N)c3cnc(OC)nc3OC,3.26
,CHEMBL475817,BBYRUZKRFAIQSR-UHFFFAOYSA-N,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,3.26
,CHEMBL57759,RDWNQKGVOHYXCK-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,3.26
,CHEMBL1607077,YKGGGCXBWXHKIZ-UHFFFAOYSA-N,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3)cc2,3.26
,CHEMBL2177155,MMBJQNHQQHDAKU-UHFFFAOYSA-N,CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,3.25
,CHEMBL180368,AATCBLYHOUOCTO-UHFFFAOYSA-N,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,3.25
